,Gene Name
15453,ATG4B
15454,TMEM150B
15455,TMEM141
15456,VSTM2L
15457,ZSCAN10
15458,ATAT1
15459,ZCCHC2
15460,BPIFB4
15461,BPIFC
15462,ATAD2
15463,ZNF772
15464,TRABD
15465,VSIG8
15466,ZNF468
15467,VSTM1
15468,BCL10
15469,ATCAY
15470,TPSD1
15471,VSTM2B
15472,ZCCHC14
15473,TPH2
15474,VTN
15475,THAP11
15476,ATP1B2
15477,TMEM167A
15478,ATP1A4
15479,ZNF747
15480,ZSCAN4
15481,THAP4
15482,ZSCAN5B
15483,ATP1B3
15484,ATP1A1
15485,TOMM22
15486,ATP2B2
15487,ZC3H11A
15488,TOMM20
15489,TOM1L2
15490,ATRIP
15491,ATP1A2
15492,ZNF511-PRAP1
15493,ZNF764
15494,ZNF503
15495,VWA1
15496,ZNF488
15497,ZNF492
15498,TMEM159
15499,ATG9A
15500,ATG9B
15501,VWA5B1
15502,ZNF511
15503,TP53TG3C
15504,ATOH8
15505,ZSCAN26
15506,ATOX1
15507,ATP11A
15508,TP53AIP1
15509,ZBTB14
15510,ZNF551
15511,BAHD1
15512,ZNF587B
15513,AZI2
15514,XKR3
15515,XKR4
15516,XKR6
15517,ZNF585A
15518,AZIN1
15519,TMEM232
15520,ZNF670
15521,TMEM59L
15522,TMEM233
15523,TMEM59
15524,XKR8
15525,TMEM52B
15526,TMEM51
15527,XIRP2
15528,B9D2
15529,AZGP1
15530,ZNF581
15531,XDH
15532,ZNF679
15533,XCR1
15534,ZNF683
15535,TMEM229A
15536,ZNF576
15537,AXIN2
15538,AC135586.2
15539,TMEM74
15540,WWOX
15541,WWC2
15542,AXIN1
15543,TMEM225
15544,ZNF605
15545,ZNF607
15546,TMEM87B
15547,YJEFN3
15548,TMEM245
15549,ZNF625
15550,ZNF660
15551,ZNF625-ZNF20
15552,ZNF626
15553,B3GAT3
15554,TMEM266
15555,TMEM45B
15556,ZNF655
15557,ZNF648
15558,TMEM248
15559,TMEM256-PLSCR3
15560,TMEM256
15561,TMEM255B
15562,TEX49
15563,TMEM33
15564,TMEM243
15565,ZNF662
15566,B4GALNT2
15567,TMEM38A
15568,TEX53
15569,TMEM240
15570,TMEM39A
15571,B4GALT5
15572,B3GALT5
15573,TMEM238
15574,YPEL5
15575,TMEM41A
15576,TMEM41B
15577,TMEM235
15578,TMEM44
15579,AWAT2
15580,TMEM8A
15581,TGFB3
15582,ZNF559
15583,ZNF556
15584,ZNF705G
15585,ATXN1L
15586,WLS
15587,WNK1
15588,WNK2
15589,ZBED3
15590,ATXN3
15591,TMPRSS11F
15592,TGFB1
15593,TGFA
15594,ZBED2
15595,ZBED1
15596,TG
15597,TMPRSS7
15598,WIF1
15599,ATXN10
15600,ZBED6CL
15601,WHAMM
15602,ZNF709
15603,WFS1
15604,ATRNL1
15605,WFIKKN1
15606,WFDC9
15607,TGFB2
15608,WFDC8
15609,WFDC13
15610,ZBED8
15611,TRAF3IP2
15612,ATRN
15613,TMTC2
15614,WNT2B
15615,ATXN7
15616,Z82190.2
15617,Z98752.3
15618,WRAP73
15619,AURKAIP1
15620,ZNF700
15621,TFEB
15622,WRN
15623,TMEM219
15624,TMEM220
15625,TFPI2
15626,Z84488.2
15627,ZNF564
15628,ZNF695
15629,AVL9
15630,TMEM91
15631,TMEM222
15632,ATXN7L3B
15633,WRAP53
15634,TFF1
15635,WNT9B
15636,WNT9A
15637,WNT8B
15638,TFG
15639,ZNF705A
15640,TMPPE
15641,ATXN7L3
15642,ZAR1L
15643,WNT6
15644,TFIP11
15645,ZNF705B
15646,WNT4
15647,WNT3A
15648,TMPRSS11B
15649,TRAF3IP1
15650,TRAF4
15651,TRAF3IP3
15652,UGT8
15653,BMPR2
15654,ZNF853
15655,TSGA13
15656,BEST3
15657,UGT3A2
15658,TSGA10IP
15659,UHRF1
15660,UGT2B7
15661,ZNF284
15662,TSEN15
15663,UHRF2
15664,ULBP1
15665,ULBP3
15666,ULK1
15667,UGT3A1
15668,TSPAN14
15669,ZNF286A
15670,TTC12
15671,UFSP1
15672,UGCG
15673,TM4SF1
15674,UGGT1
15675,TM4SF18
15676,TTC13
15677,TSTD2
15678,TIGIT
15679,UGT2A1
15680,BFSP1
15681,TSPYL2
15682,TSPAN32
15683,ZNF280A
15684,BEX3
15685,ZNF285
15686,TRRAP
15687,BLOC1S6
15688,TMCO3
15689,TICAM1
15690,TRMT10B
15691,BOD1
15692,TRMO
15693,ZFP57
15694,TMCO2
15695,UNG
15696,UNC5C
15697,BOD1L1
15698,UNKL
15699,TRIT1
15700,TMCO4
15701,TIAL1
15702,BOK
15703,TRMT112
15704,TRMT12
15705,BMS1
15706,BMX
15707,ZFP92
15708,UNC119
15709,TRPM6
15710,UNC119B
15711,UNC13A
15712,BMT2
15713,ZFP91
15714,TMCC1
15715,TMC3
15716,TMC5
15717,TMC6
15718,BNIP2
15719,TMC7
15720,TMC8
15721,TTC21B
15722,ZGPAT
15723,TIMM10B
15724,BLCAP
15725,ZNF17
15726,UBE4A
15727,ZNF174
15728,TXNDC12
15729,UBL3
15730,TXLNB
15731,UBL4A
15732,ZNF841
15733,BMF
15734,TWF2
15735,UBL5
15736,ZNF816
15737,TMEM253
15738,TULP1
15739,UBE2V1
15740,TIMM8B
15741,BFSP2
15742,UBA7
15743,BLOC1S5-TXNDC5
15744,TIMP4
15745,TIRAP
15746,ZMYND10
15747,BLNK
15748,UBALD2
15749,UAP1L1
15750,TYROBP
15751,TIMM9
15752,U52112.2
15753,TKT
15754,UBE2N
15755,ZNF114
15756,ZNF835
15757,TUFT1
15758,TUBGCP5
15759,TUBGCP2
15760,TTC7A
15761,ZIC2
15762,TTLL7
15763,TLN2
15764,ZIC1
15765,BHLHE41
15766,BHLHE40
15767,BHLHB9
15768,TUBG1
15769,ZNF80
15770,ZNF799
15771,TTC39B
15772,TTC24
15773,TTC22
15774,ZHX1
15775,ZIC3
15776,ZIC4
15777,TUBA1B
15778,ZNF23
15779,ZIK1
15780,ZNF223
15781,BMP1
15782,TUBA4B
15783,ZNF222
15784,BIRC2
15785,TUBB2A
15786,TUBD1
15787,TUBE1
15788,UBXN2A
15789,ZIM3
15790,BIVM-ERCC5
15791,UBR2
15792,ARR3
15793,ZFP42
15794,UPK1A
15795,ZP1
15796,TRBV24-1
15797,VIPR1
15798,BPIFA2
15799,TRBV23-1
15800,TRBV20-1
15801,TRBV19
15802,TRBC2
15803,TRBV3-1
15804,TRBC1
15805,TRAV9-2
15806,THOC6
15807,ZP2
15808,TRAV8-6
15809,VN1R2
15810,TRBV28
15811,TRBV5-1
15812,TREML4
15813,ZDHHC23
15814,TREML1
15815,BORCS6
15816,TREM2
15817,TREM1
15818,TREH
15819,THRB
15820,VEGFD
15821,TRBV9
15822,VENTX
15823,TRDN
15824,ZNF781
15825,TRDMT1
15826,TRDC
15827,BCL2L14
15828,VOPP1
15829,TRAV8-3
15830,TRAV8-2
15831,THG1L
15832,TRAV1-1
15833,ASPHD1
15834,ASPHD2
15835,ZDBF2
15836,VPS37B
15837,VPS37C
15838,THEMIS2
15839,ZPBP2
15840,ASPM
15841,ASPN
15842,ASTE1
15843,TRAF5
15844,THEM5
15845,ZNF443
15846,BCL2L13
15847,TRAV25
15848,TMEM127
15849,TMEM126B
15850,THOC1
15851,THOC2
15852,ASIC1
15853,ASH1L
15854,TRAV38-2DV8
15855,TRAV4
15856,TRAV41
15857,VPS16
15858,TRAV5
15859,THOC3
15860,VPS11
15861,VPREB1
15862,TRAV6
15863,TREML2
15864,ZNF419
15865,ZFP41
15866,ARVCF
15867,ZNF888
15868,TRIM63
15869,ART5
15870,TMEM100
15871,USP39
15872,TRIM6-TRIM34
15873,ASAH2
15874,ARSJ
15875,ASAP1
15876,ASAP2
15877,ZNF37A
15878,TRIM39
15879,TMEM105
15880,USP51
15881,USP28
15882,TRIM69
15883,TRERF1
15884,TRIOBP
15885,ARRB1
15886,TRIP4
15887,TRIP11
15888,BCS1L
15889,ARRB2
15890,ZNF878
15891,TRIML2
15892,ARSD
15893,TRIML1
15894,TRIM9
15895,TRIM74
15896,TRIM73
15897,TMED5
15898,USP16
15899,ASB18
15900,THY1
15901,TRIM25
15902,ZNF417
15903,TRGV5
15904,ZNF410
15905,BCL9
15906,BCL7B
15907,TRGV4
15908,VARS2
15909,TRGV3
15910,TRIM23
15911,TRGV2
15912,TRGV10
15913,TRGC2
15914,TRGC1
15915,TMEM119
15916,ASCL3
15917,TRGV8
15918,TRIB1
15919,ZNF99
15920,TRIB2
15921,ASCC1
15922,TRIL
15923,UTP6
15924,THSD8
15925,TRIM11
15926,TRIM13
15927,TRIM16
15928,TRIM16L
15929,TRIM17
15930,TRIM2
15931,TRIM21
15932,TRIM22
15933,UTP14C
15934,ZNF653
15935,RASSF9
15936,BTBD11
15937,MRPS31
15938,MRPS18A
15939,MRPS14
15940,FOSL1
15941,MRPL51
15942,MRPL45
15943,MRPL44
15944,FOXC1
15945,FOXD1
15946,MRPL38
15947,FOXD4
15948,MRPL35
15949,FOXI1
15950,MRPL18
15951,MRPL15
15952,MROH7
15953,FOXP1
15954,MRGPRX2
15955,MRPS23
15956,MRRF
15957,FPGS
15958,FNDC7
15959,FLNA
15960,FLNB
15961,MT1A
15962,MT-ND5
15963,MT-ND4
15964,MT-ND2
15965,FLRT3
15966,MSRB3
15967,FLT3LG
15968,MSN
15969,MSLN
15970,FMNL2
15971,MSH6
15972,MSH5
15973,FMO5
15974,FMR1NB
15975,FNDC10
15976,MRAS
15977,MPZL3
15978,MT1H
15979,FXR1
15980,MLLT3
15981,MLLT1
15982,FXYD6-FXYD2
15983,FYCO1
15984,FYN
15985,FYTTD1
15986,FZD1
15987,FZD10
15988,FZD2
15989,MITF
15990,G6PC
15991,G6PC2
15992,G6PD
15993,GAB2
15994,GAB3
15995,MINOS1-NBL1
15996,GABARAP
15997,FXYD1
15998,MMAB
15999,MPZL2
16000,FUT6
16001,MPZ
16002,MPST
16003,FPR3
16004,MPP7
16005,FRMD8
16006,FRMPD3
16007,MOV10
16008,MOSPD3
16009,MORF4L1
16010,MON1A
16011,FSD1L
16012,MOG
16013,FTCDNL1
16014,FUK
16015,FUT1
16016,FUT10
16017,MMP1
16018,FLI1
16019,MT1M
16020,GABARAPL2
16021,FCRL2
16022,FCRL3
16023,FCRL4
16024,FDPS
16025,FDXACB1
16026,MYZAP
16027,MYT1L
16028,MYT1
16029,MYSM1
16030,MYRFL
16031,MYPOP
16032,MYOCOS
16033,FERMT1
16034,FERMT2
16035,FERMT3
16036,FES
16037,FFAR2
16038,FFAR3
16039,NAA25
16040,FCN3
16041,MYH9
16042,NAA38
16043,NAT1
16044,NASP
16045,NAPRT
16046,FBXO44
16047,NAP1L4
16048,NAP1L3
16049,NAP1L1
16050,FBXO48
16051,FBXW11
16052,FBXW12
16053,NANOGNB
16054,FBXW2
16055,FCGR1A
16056,FCGR2B
16057,FCGR3B
16058,NAB2
16059,NAA40
16060,MYL12B
16061,MYH8
16062,MT1X
16063,FHOD1
16064,FIBIN
16065,FIBP
16066,FICD
16067,FIGNL1
16068,FIGNL2
16069,FILIP1
16070,FJX1
16071,FKBP1C
16072,FKBP3
16073,MTG2
16074,FKBP9
16075,FKBPL
16076,FKRP
16077,MTCH1
16078,FKTN
16079,FLAD1
16080,MT3
16081,MTRNR2L12
16082,FHL1
16083,MYH7
16084,MTRR
16085,MYH3
16086,FGD6
16087,MYCBP
16088,FGF13
16089,MYB
16090,MYADM
16091,MXRA8
16092,MX2
16093,MVD
16094,MUM1L1
16095,FGFR1OP2
16096,MUC7
16097,MUC5B
16098,MUC5AC
16099,MUC4
16100,MUC22
16101,MTURN
16102,GABARAPL1
16103,GABBR2
16104,TEX2
16105,GJA5
16106,MAP2K6
16107,MAP2K3
16108,GJB4
16109,GJB5
16110,GK3P
16111,GK5
16112,GLB1L3
16113,MAN2B2
16114,MAN2B1
16115,MAN2A2
16116,MAN1A2
16117,MAN1A1
16118,GLE1
16119,MAMLD1
16120,GLG1
16121,GLI2
16122,MAIP1
16123,GJB2
16124,MAP3K5
16125,MAGI3
16126,MAP3K8
16127,MAPRE1
16128,MAPK6
16129,MAPK4
16130,MAPK3
16131,MAPK1IP1L
16132,MAPK15
16133,GINS1
16134,MAP7D1
16135,MAP7
16136,GIPC1
16137,GIPC3
16138,MAP4K5
16139,MAP4K4
16140,MAP4K3
16141,MAP4K1
16142,GIT1
16143,GJA1
16144,GLIPR1L2
16145,MAGI2
16146,MARCH3
16147,LZTFL1
16148,LYZL6
16149,LYZL2
16150,GMCL1
16151,LYPD6
16152,LYPD5
16153,LYPD4
16154,LYL1
16155,GNA11
16156,LY9
16157,LY86
16158,LY6G6F
16159,GNAT2
16160,GNAT3
16161,GNAZ
16162,LUC7L2
16163,GNB1
16164,LTK
16165,GLYATL2
16166,GLYATL1B
16167,MAGI1
16168,M6PR
16169,MAGEL2
16170,MAGEH1
16171,MAGEF1
16172,GLIPR2
16173,GLMN
16174,MAGEA9
16175,MAGEA4
16176,MAGEA11
16177,MAG
16178,GLRA2
16179,GLRX2
16180,MAEL
16181,MAEA
16182,GLT6D1
16183,MADCAM1
16184,MACO1
16185,GLTP
16186,MARCH2
16187,MARCH4
16188,GABPB2
16189,GAREM1
16190,METTL16
16191,METTL13
16192,METAP2
16193,GAS7
16194,GAST
16195,MESD
16196,GATA5
16197,GATD3A
16198,MEI4
16199,GBA
16200,GBA2
16201,GBE1
16202,GBGT1
16203,GBP1
16204,GBP6
16205,GBX2
16206,GC
16207,METTL18
16208,METTL4
16209,GCFC2
16210,GALR2
16211,GABRA1
16212,GABRD
16213,MICALL1
16214,MIA3
16215,GADD45G
16216,GAK
16217,GAL3ST2
16218,GALNS
16219,GALNT10
16220,GALNT15
16221,GALNT3
16222,MFSD2A
16223,MFSD14B
16224,MFSD10
16225,GALP
16226,GALR1
16227,MFGE8
16228,MED13L
16229,GCLC
16230,GHDC
16231,GEM
16232,MBIP
16233,MBD3L1
16234,MBD1
16235,MB21D2
16236,MB
16237,MAZ
16238,MAX
16239,MAVS
16240,MAU2
16241,MATR3
16242,MATN4
16243,MATN3
16244,MATN2
16245,MASTL
16246,GGA3
16247,MARK1
16248,MARF1
16249,GEMIN4
16250,GDPGP1
16251,GCLM
16252,MBOAT7
16253,GCM1
16254,MDM1
16255,GCM2
16256,GCN1
16257,GCNA
16258,GCNT2
16259,GCNT4
16260,GCSH
16261,MCRS1
16262,MCOLN2
16263,GDE1
16264,MCM9
16265,GDF9
16266,GDNF
16267,MCF2L
16268,GDPD1
16269,MBTPS1
16270,FBXO30
16271,NAT8
16272,NAT9
16273,OSBPL1A
16274,OS9
16275,ORMDL2
16276,ORM1
16277,ORC6
16278,ORC5
16279,ENAH
16280,ORC1
16281,ENC1
16282,ENDOD1
16283,ORAI2
16284,ORAI1
16285,ENDOG
16286,ENGASE
16287,ENKD1
16288,OR6M1
16289,OR6C2
16290,OR5H15
16291,OSBP2
16292,EML2
16293,OR56A4
16294,EML1
16295,OSTN
16296,OSTM1
16297,OSTF1
16298,OSTC
16299,OST4
16300,OSR2
16301,OSR1
16302,OSMR
16303,OSM
16304,OSGIN1
16305,OSGEP
16306,OSER1
16307,EME2
16308,OSCAR
16309,OSBPL9
16310,EMG1
16311,OSBPL6
16312,OR5AN1
16313,OR56A3
16314,OTOA
16315,OR13G1
16316,EPHA2
16317,EPHA3
16318,EPHX1
16319,EPOR
16320,OIP5
16321,OGT
16322,ERAP2
16323,ODF3L1
16324,ODF2L
16325,ERCC1
16326,ERCC2
16327,ERCC6L2
16328,OCIAD1
16329,OBSCN
16330,OASL
16331,ERI1
16332,ERI2
16333,OR10H1
16334,OR1L6
16335,OR52N4
16336,OR1L8
16337,OR51I2
16338,OR4N2
16339,ENTPD3
16340,OR4F17
16341,OR4E1
16342,OR2V2
16343,OR2T29
16344,OR2T12
16345,OR2L8
16346,OR2L5
16347,OR2L3
16348,OR2B6
16349,OR2AT4
16350,EPC1
16351,EPCAM
16352,OR1N2
16353,OR1M1
16354,OTC
16355,OTOF
16356,NATD1
16357,PABPC4
16358,PABPC1L2B
16359,PABPC1L2A
16360,PABPC1L
16361,PABPC1
16362,PA2G4
16363,P4HB
16364,P4HA3
16365,P4HA2
16366,P4HA1
16367,P3H4
16368,P3H3
16369,P3H2
16370,P3H1
16371,P2RY8
16372,P2RY6
16373,P2RY4
16374,P2RY2
16375,PABPC3
16376,PABPN1
16377,P2RY13
16378,PACRG
16379,PANK3
16380,ELF5
16381,ELK3
16382,PALLD
16383,ELMO3
16384,ELMOD1
16385,ELMSAN1
16386,PAGE2B
16387,PAG1
16388,ELOB
16389,PADI1
16390,PACSIN3
16391,PACSIN2
16392,PACSIN1
16393,PACS2
16394,ELOVL3
16395,PACRGL
16396,P2RY14
16397,P2RY12
16398,OTOG
16399,OVGP1
16400,OVCH1
16401,OTX1
16402,OTULINL
16403,OTULIN
16404,OTUD7B
16405,OTUD7A
16406,OTUD6A
16407,OTUD4
16408,OTUD3
16409,OTUD1
16410,OTUB2
16411,OTUB1
16412,OTP
16413,OTOP3
16414,OTOP2
16415,OTOP1
16416,OTOGL
16417,OVCH2
16418,OVOL1
16419,P2RY10
16420,OVOL2
16421,P2RY1
16422,P2RX7
16423,P2RX6
16424,P2RX5-TAX1BP3
16425,P2RX5
16426,P2RX4
16427,P2RX3
16428,P2RX1
16429,EMC3
16430,OXSR1
16431,OXSM
16432,OXR1
16433,OXNAD1
16434,OXER1
16435,OXCT2
16436,OXA1L
16437,OVOL3
16438,NXPE4
16439,NVL
16440,NUTM2G
16441,FAM219A
16442,NHLRC1
16443,NGF
16444,NGDN
16445,NFXL1
16446,FAM241B
16447,FAM25A
16448,FAM25G
16449,FAM43A
16450,NFE2L3
16451,NFE2L2
16452,NFE2L1
16453,FAM47E
16454,NEU1
16455,NETO1
16456,NELL1
16457,FAM72B
16458,NEK9
16459,NHLRC3
16460,FAM218A
16461,FAM86B2
16462,NIPAL1
16463,NMRK1
16464,FAM170B
16465,NMNAT3
16466,FAM174B
16467,FAM181B
16468,FAM192A
16469,FAM193A
16470,FAM198B
16471,NLGN2
16472,NLGN1
16473,NLE1
16474,NKX3-2
16475,FAM207A
16476,NKD1
16477,FAM20A
16478,FAM20B
16479,NIPAL4
16480,FAM76B
16481,NECTIN4
16482,ERMARD
16483,FBH1
16484,FBLL1
16485,NCF4
16486,FBLN5
16487,FBN1
16488,FBXL13
16489,FBXL18
16490,FBXL19
16491,FBXL20
16492,NBPF15
16493,NBPF14
16494,NBL1
16495,NBEAL2
16496,NBEAL1
16497,NBAS
16498,NAXE
16499,NAV3
16500,NAV1
16501,NCKAP5
16502,NCLN
16503,NECTIN2
16504,NCMAP
16505,NECTIN1
16506,NECAP1
16507,FAM95C
16508,NDUFS2
16509,NDUFC2-KCTD14
16510,NDUFB6
16511,NDUFB5
16512,NDUFB4
16513,NDUFB3
16514,NDUFA6
16515,FANCG
16516,NDUFA10
16517,FARS2
16518,NDNF
16519,NCR1
16520,FAU
16521,FAXC
16522,FAM163B
16523,FAM161A
16524,NOBOX
16525,ESYT3
16526,NUAK1
16527,NTSR1
16528,NTHL1
16529,NTAN1
16530,NT5DC3
16531,NT5DC1
16532,NT5C3B
16533,NSUN7
16534,NSUN5
16535,NSUN3
16536,NSMCE4A
16537,NSG1
16538,EXO1
16539,NSD2
16540,NSA2
16541,EXOC3
16542,EXOSC2
16543,NUCKS1
16544,NUDT11
16545,NOCT
16546,NUDT15
16547,NUTM2D
16548,ERN2
16549,NUSAP1
16550,ERRFI1
16551,ERVFRD-1
16552,ERVW-1
16553,NUP205
16554,ESCO2
16555,ESF1
16556,NUGGC
16557,NUDT9
16558,ESR1
16559,NUDT3
16560,NUDT22
16561,NUDT19
16562,NUDT17
16563,NUDT16L1
16564,EXOSC4
16565,EXOSC7
16566,NRBF2
16567,NRAS
16568,NPIPA3
16569,FADS3
16570,FAH
16571,NPHP4
16572,NPEPPS
16573,FAM110A
16574,FAM110B
16575,FAM114A2
16576,FAM118B
16577,NOTCH4
16578,FAM133A
16579,NOSTRIN
16580,NOS1AP
16581,NOS1
16582,NOP9
16583,NOP56
16584,NOP14
16585,NPIPA8
16586,NPIPB13
16587,NPIPB15
16588,NR1D1
16589,EXTL2
16590,NR4A3
16591,EXTL3
16592,NR2F1
16593,EZH1
16594,NR2C2AP
16595,NR2C2
16596,NPY4R2
16597,FAAP100
16598,NPY2R
16599,NPY
16600,NPW
16601,F3
16602,NPTX1
16603,NPPC
16604,NPM3
16605,GNE
16606,LTBP2
16607,LTBP1
16608,INTS6L
16609,INTS5
16610,INTS4
16611,INTS3
16612,INTS2
16613,INTS14
16614,INTS13
16615,INTS12
16616,INTS11
16617,INTS10
16618,INTS1
16619,INSRR
16620,INSR
16621,INSM1
16622,INSL6
16623,INSL5
16624,INSL4
16625,INSL3
16626,INTS6
16627,INTS7
16628,INSIG1
16629,INTS8
16630,IQCA1
16631,IQANK1
16632,HNF4G
16633,HNMT
16634,IPO8
16635,IPO7
16636,IPO5
16637,IPO4
16638,IPO11
16639,IPMK
16640,IPCEF1
16641,IP6K3
16642,IP6K2
16643,IP6K1
16644,INVS
16645,INTU
16646,INTS9
16647,INSIG2
16648,INSC
16649,IQCD
16650,INKA1
16651,INHBE
16652,INHBC
16653,INHBB
16654,INHBA
16655,INHA
16656,ING5
16657,ING4
16658,ING3
16659,ING2
16660,ING1
16661,INF2
16662,INCENP
16663,INCA1
16664,INAVA
16665,INAFM2
16666,INAFM1
16667,INA
16668,INIP
16669,INKA2
16670,INS-IGF2
16671,INMT
16672,INPPL1
16673,INPP5K
16674,INPP5J
16675,INPP5F
16676,INPP5E
16677,INPP5D
16678,HNRNPA1
16679,INPP4B
16680,INPP4A
16681,INPP1
16682,INO80E
16683,INO80D
16684,INO80C
16685,INO80B-WBP1
16686,INO80B
16687,INO80
16688,INMT-MINDY4
16689,IQCB1
16690,IQCE
16691,HIST1H2BD
16692,HLA-DQA2
16693,HLA-DRA
16694,ITGB3BP
16695,ITGB3
16696,ITGB2
16697,ITGB1
16698,ITGAX
16699,ITGAV
16700,ITGAL
16701,ITGAD
16702,ITGA7
16703,HMCN1
16704,HMG20B
16705,HMGA1
16706,ITGA2
16707,HMGB1
16708,ITCH
16709,HMGCS1
16710,ITGB5
16711,HLA-DPA1
16712,ISY1
16713,ITPR2
16714,JPH2
16715,JOSD1
16716,JMY
16717,HIST1H4A
16718,HIST1H4B
16719,JMJD4
16720,HIST1H4L
16721,JAKMIP1
16722,JAK3
16723,JADE3
16724,HIST4H4
16725,JADE1
16726,HIVEP1
16727,HIVEP3
16728,HK2
16729,HKDC1
16730,HLA-A
16731,ISY1-RAB43
16732,ISPD
16733,IQCF1
16734,IRAK4
16735,IRAK2
16736,IRAK1BP1
16737,IRAK1
16738,IQUB
16739,IQSEC3
16740,IQSEC2
16741,IQSEC1
16742,IQGAP3
16743,IQGAP2
16744,IQGAP1
16745,IQCN
16746,IQCM
16747,IQCK
16748,IQCJ-SCHIP1
16749,IQCG
16750,IQCF3
16751,IQCF2
16752,IRAK3
16753,IREB2
16754,ISOC1
16755,IRF1
16756,HMGXB3
16757,HMOX1
16758,HNF1B
16759,IRX2
16760,HNF4A
16761,IRGQ
16762,IRF9
16763,IRF8
16764,IRF7
16765,IRF6
16766,IRF5
16767,IRF4
16768,IRF3
16769,IRF2BPL
16770,IRF2BP2
16771,IRF2BP1
16772,IRF2
16773,IMPG1
16774,IMPDH2
16775,IMPDH1
16776,IGHV2-5
16777,HSPA1A
16778,HSPA1L
16779,IGHV1-69
16780,IGHV1-46
16781,HSPA2
16782,HSPA4
16783,HSPA5
16784,HSPA6
16785,IGHJ2
16786,HSPB1
16787,HSPB2
16788,HSPB3
16789,IGHG1
16790,IGHE
16791,IGHD
16792,IGFLR1
16793,HSPB6
16794,IGHV1OR15-9
16795,IGHV2-70
16796,IGFL2
16797,IGHV3-11
16798,IGKV1-6
16799,IGKV1-12
16800,IGKJ5
16801,IGHV4-59
16802,IGHV4-4
16803,HSD17B7
16804,IGHV3-73
16805,IGHV3-72
16806,IGHV3-53
16807,HSF2BP
16808,IGHV3-43
16809,HSF5
16810,HSFX1
16811,HSFY2
16812,HSH2D
16813,HSP90AA1
16814,IGHV3-15
16815,IGFL3
16816,HSPB8
16817,IMPAD1
16818,IFT172
16819,HTN1
16820,HTR1B
16821,IFNGR1
16822,HTR1D
16823,HTR2B
16824,HTR2C
16825,IFNAR1
16826,HTR3A
16827,HTR3C
16828,IFI35
16829,HTR7
16830,IDUA
16831,IDS
16832,IDO2
16833,IDO1
16834,IDH3G
16835,ICOS
16836,IFT122
16837,HTATSF1
16838,IGFBP7
16839,IFT46
16840,IGFBP4
16841,IGFBP3
16842,IGFBP2
16843,IGFBP1
16844,IGFALS
16845,IGF2R
16846,IGF2BP3
16847,IGF2BP2
16848,IGF2BP1
16849,IGF2
16850,HSPBP1
16851,IGDCC4
16852,IGDCC3
16853,HSPE1
16854,HTATIP2
16855,IFT57
16856,IFT52
16857,HSBP1L1
16858,IGKV1D-12
16859,HSBP1
16860,IL6
16861,IL5
16862,IL4R
16863,HNRNPA1P48
16864,HNRNPA2B1
16865,HNRNPA3
16866,IL36B
16867,IL34
16868,IL33
16869,IL32
16870,HNRNPH2
16871,HNRNPK
16872,IL27RA
16873,IL27
16874,IL22RA2
16875,IL21
16876,IL2
16877,IL18
16878,IL5RA
16879,IL6R
16880,HS6ST3
16881,IL6ST
16882,IMPACT
16883,IMPA2
16884,IMPA1
16885,IMP4
16886,IMP3
16887,IMMT
16888,IMMP2L
16889,IMMP1L
16890,ILVBL
16891,ILKAP
16892,ILK
16893,ILF3
16894,ILF2
16895,ILDR2
16896,ILDR1
16897,IL9R
16898,IL7
16899,IL17REL
16900,IL17RE
16901,IL17RA
16902,IL17F
16903,IGLL5
16904,IGLJ3
16905,IGLC2
16906,HRNR
16907,IGKV6D-21
16908,IGKV6-21
16909,IGKV5-2
16910,IGKV4-1
16911,HS1BP3
16912,IGKV3-20
16913,HS3ST3A1
16914,IGKV2D-29
16915,IGKV2D-26
16916,IGKV2-30
16917,IGKV2-28
16918,IGKV2-24
16919,HS6ST2
16920,IGLV1-40
16921,IGLV1-44
16922,HRC
16923,HOXD11
16924,IL17A
16925,IL13
16926,HOXB3
16927,IL10
16928,IKBKE
16929,IGSF10
16930,IGSF1
16931,IGLV5-52
16932,HRASLS5
16933,HOXD3
16934,HOXD9
16935,IGLV3-16
16936,IGLV2-23
16937,HPS1
16938,HPS4
16939,HPX
16940,JPH4
16941,KBTBD12
16942,GNG11
16943,GPR78
16944,LIFR
16945,LIF
16946,LIAS
16947,LHX9
16948,GPR82
16949,GPR83
16950,LHX3
16951,LHX2
16952,LHX1
16953,LHPP
16954,LHFPL6
16955,LHFPL4
16956,LHFPL3
16957,LHCGR
16958,LHB
16959,LGSN
16960,LGR6
16961,LIG4
16962,LILRA4
16963,LGR4
16964,LILRB5
16965,GPR108
16966,GPR132
16967,GPR146
16968,LIPT1
16969,GPR158
16970,LIPE
16971,GPR17
16972,GPR171
16973,LINGO1
16974,GPR174
16975,LIN7A
16976,GPR19
16977,GPR26
16978,GPR27
16979,LIN28A
16980,GPR34
16981,GPR62
16982,LGR5
16983,LGMN
16984,LMNTD2
16985,LEPROT
16986,GPRC5B
16987,LEKR1
16988,LEFTY2
16989,GPRC5C
16990,GPRIN3
16991,LDHAL6A
16992,LDB3
16993,LCNL1
16994,GPX6
16995,LCN2
16996,LCMT2
16997,LCMT1
16998,LCE2A
16999,LCE1E
17000,LCAT
17001,LCA5L
17002,GRB7
17003,LENG1
17004,GPR89B
17005,LGI3
17006,GPR89A
17007,LGI2
17008,LGI1
17009,LGALSL
